full_name,html_url,stars,forks,created_at,pushed_at,license,pkgName,version,source,files.libIndex,files.libClient,files.cordisPatch,files.readme,files.readmeZh,eval.hasClientExport,eval.mainIsLib,eval.dshPlatform,metrics.active30,metrics.ageGate1,metrics.hasZhDocs,npm.published,npm.latest,topics,description
mmzm0808/dsh-deepseek-usage,https://github.com/mmzm0808/dsh-deepseek-usage,10,0,2026-08-17T05:57:33Z,2026-09-02T08:13:57Z,,dsh-deepseek-usage,0.1.0,topic:dsh-plugin,true,true,true,true,false,true,false,web,true,true,true,true,0.1.0,dashboard|deepseek|deepseek-ai|dsh|dsh-plugin|monitoring|usage-tracker,DeepSeek API 用量监测 DSH 插件：悬浮球 + 展开面板，展示开放平台真实余额、累计消费、今日消费、请求次数、Tokens 与分模型用量，支持手动登录获取 userToken。
MingoZhou/dsh-replay,https://github.com/MingoZhou/dsh-replay,10,0,2026-08-17T07:53:17Z,2026-08-20T05:03:48Z,MIT,@mingozhou/dsh-replay,0.4.1,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,false,,deepseek-harness|deepseek-harness-plugin|deepseek-harness-plugins|dsh|dsh-plugin|dsh-plugins,"Agent 会话的时光机。 一个 DeepSeek Harness 插件,把 append-only 会话日志变成可交互的回放:可播放的时间线 + 逐步 token 账单、安全审计视图、fork 血缘树、双会话对比 —— 全部内嵌在 Harness 的 Web UI 里。"
PerryLink/dsh-background-agents,https://github.com/PerryLink/dsh-background-agents,10,2,2026-08-14T02:58:20Z,2026-09-04T16:38:53Z,Apache-2.0,dsh-background-agents,0.9.2,topic:dsh-plugin,true,true,true,true,false,true,false,web,true,true,false,true,0.9.2,agent-dashboard|background-agent|background-agents|collaboration|conversation-steering|deepseek-harness|dsh|dsh-plugin|message-bus|multi-agent|subagent|task-board|team-rooms,"Interactive long-session background agents for DeepSeek Harness: start a durable continuable child agent, watch its progress in the Web UI sidebar, message it any time, and interrupt it - all through the official subagent seam."
sandbaseai/sandbase-skills,https://github.com/sandbaseai/sandbase-skills,124,10,2026-07-29T09:04:12Z,2026-09-03T13:00:52Z,Apache-2.0,@sandbaseai/dsh-skills,0.3.5,topic:deepseek-harness,false,false,false,true,true,false,false,,true,true,true,false,,agent-plugins|agent-skills|agent-skills-marketplace|ai-agents|ai-workflows|claude-code|claude-code-marketplace|claude-code-plugin|codex-skills|cursor-ai|deep-research|deepseek|deepseek-harness|fact-checking|gemini-cli|market-research|marketing-automation|research-automation|research-tools|social-listening,"88 installable open-source Agent Skills for research, social intelligence, marketing, and business workflows—compatible with Codex, Claude Code, Cursor, Gemini CLI, and DeepSeek Harness."
oil-oil/dsh-oil-sticky-prompt,https://github.com/oil-oil/dsh-oil-sticky-prompt,48,1,2026-08-16T11:53:35Z,2026-08-16T11:53:56Z,MIT,dsh-oil-sticky-prompt,0.1.0,topic:deepseek-harness,true,true,true,true,false,false,false,web,true,true,false,true,,cordis|deepseek-harness|dsh,Pin the nearest user prompt to the top of a DeepSeek Harness transcript
oil-oil/dsh-theme,https://github.com/oil-oil/dsh-theme,42,1,2026-08-14T04:04:22Z,2026-08-27T04:45:37Z,MIT,dsh-theme,0.1.0,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,false,true,1.0.1,deepseek|deepseek-harness|plugin|theme|typescript,Live theme editor for DeepSeek Harness with curated palettes and typography controls.
xmutfyh/dsh-plugin-writing-guard,https://github.com/xmutfyh/dsh-plugin-writing-guard,33,0,2026-08-15T03:41:44Z,2026-09-04T12:35:58Z,MIT,dsh-plugin-writing-guard,2.0.1,topic:deepseek-harness,true,false,true,true,false,false,true,,true,true,false,true,2.0.1,academic-writing|ai-writing|deepseek-harness|document-integrity|document-processing|docx|journal-fit|manuscript|microsoft-word|ooxml|proofreading|research-paper|scientific-integrity|scientific-writing,"Scientific writing & document integrity guard for AI-assisted research — argument economy, deterministic integrity, safe Word editing. Local · Deterministic · Zero LLM."
cpp285/dsh-plugin-center,https://github.com/cpp285/dsh-plugin-center,18,0,2026-08-14T08:01:21Z,2026-08-14T08:39:52Z,,dsh-plugin-center,0.1.0,topic:deepseek-harness,false,false,true,true,false,false,false,web,true,true,false,true,0.1.0,deepseek-harness|dsh|javascript|plugin-manager,A compact discovery and lifecycle console for DeepSeek Harness plugins.
aqiu817/dsh-llm-agentrouter,https://github.com/aqiu817/dsh-llm-agentrouter,12,0,2026-08-22T11:39:45Z,2026-08-29T18:27:46Z,MIT,dsh-llm-agentrouter,0.1.0,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,false,false,,agentrouter|claude|cordis|deepseek-harness|llm,"DeepSeek Harness bundle: the AgentRouter relay as one pi-ai route with a domestic/international endpoint switch, plus the outbound request compatibility the relay requires."
zexuanw958-svg/dsh-hud,https://github.com/zexuanw958-svg/dsh-hud,12,1,2026-08-14T05:09:09Z,2026-08-14T08:12:05Z,MIT,dsh-hud,0.1.0,topic:deepseek-harness,false,false,true,true,false,false,false,web,true,true,false,true,0.1.0,agent-observability|ai-agent|claude-code|codex|deepseek|deepseek-harness|hud|telemetry|typescript,"Codex/Claude Code-style live session telemetry for DeepSeek Harness — model, context, tokens, timing, jobs, and subagents at a glance."
yexi-by/dsh-unrestricted,https://github.com/yexi-by/dsh-unrestricted,11,1,2026-08-22T07:39:48Z,2026-09-04T22:30:24Z,MIT,dsh-unrestricted,0.1.4,topic:deepseek-harness,false,true,true,true,false,false,false,web,true,true,false,false,,deepseek-harness|dsh|plugin|prompt-engineering|typescript,DeepSeek Harness Web 可开关破限提示词插件，支持多模式、子代理和锚点兼容检查。
Yari-tuber/dsh-remote-gateway,https://github.com/Yari-tuber/dsh-remote-gateway,10,0,2026-08-15T21:51:20Z,2026-08-22T13:04:54Z,MIT,dsh-remote-gateway,0.1.0,topic:deepseek-harness,false,false,true,true,true,false,true,web,true,true,true,true,0.2.0,cloudflare|deepseek-harness|remote-access|tunnel,One-click authenticated phone access for DeepSeek Harness through managed Cloudflare Quick Tunnels
PAKIKNOWLEDGE/dsh-client-ui-skin-claude,https://github.com/PAKIKNOWLEDGE/dsh-client-ui-skin-claude,10,2,2026-08-14T14:28:09Z,2026-09-01T15:05:55Z,NOASSERTION,@pakiknowledge/dsh-client-ui-skin-claude,0.2.1,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,false,false,,claude|deepseek-harness|dsh|dsh-plugin|skin|theme|ui,"Claude-style skin for DeepSeek Harness (dsh) Web GUI — warm-black canvas, Anthropic clay accent, serif UI"
EchoUser005/dsh-fate-spectrum,https://github.com/EchoUser005/dsh-fate-spectrum,10,1,2026-08-15T13:42:42Z,2026-08-17T04:44:46Z,MIT,dsh-fate-spectrum,0.1.0,topic:deepseek-harness,false,false,true,true,false,false,false,,true,true,true,true,0.1.0,bazi|chinese-astrology|cordis|deepseek|deepseek-harness|dsh|dsh-plugin|ziwei-doushu,"DeepSeek Harness plugin for Bazi & Zi Wei Dou Shu — deterministic, offline fate-chart calculation for AI agents."
turtle1999/turtle-ui,https://github.com/turtle1999/turtle-ui,10,3,2026-08-11T10:32:21Z,2026-08-13T09:37:16Z,BSD-3-Clause,@deepseek-ai/dsh-tui,0.0.1,topic:deepseek-harness,false,false,true,true,false,false,true,,true,true,false,false,,deepseek-harness|dsh|dsh-plugin,"as is, no warranty"
xbzbing/dsh-auth-gateway,https://github.com/xbzbing/dsh-auth-gateway,10,2,2026-08-14T19:39:20Z,2026-09-04T17:15:02Z,MIT,dsh-auth-gateway,0.6.0,topic:deepseek-harness,false,false,true,true,false,false,false,web,true,true,false,true,0.6.0,2fa|auth-gateway|deepseek-harness|dsh-plugin|security,为 DeepSeek Harness 增加远程访问能力，并通过密码和 OTP 进行安全加固。 Adds secure remote access to DeepSeek Harness with password auth and TOTP two-factor authentication (2FA).
Minglink/dsh-stream-market,https://github.com/Minglink/dsh-stream-market,10,0,2026-09-04T15:04:47Z,2026-09-04T16:27:47Z,MIT,dsh-stream-market,1.0.0,topic:deepseek-harness,true,false,true,true,false,false,false,web,true,false,true,false,,deepseek|deepseek-harness|deepseek-plugin|dsh-extension|dsh-plugin|marketplace,DeepSeek Harness 内置可视化插件市场 — 极速秒开、官方 dsh:// 联动、深度本地管理与原子化彻底卸载
hanzhangzzz/dsh-diagram,https://github.com/hanzhangzzz/dsh-diagram,10,1,2026-08-15T05:51:02Z,2026-09-02T07:59:49Z,MIT,dsh-diagram,0.4.0,topic:deepseek-harness,false,false,true,true,true,true,true,web,true,true,true,true,0.4.0,canvas|deepseek-harness|diagram|diagram-editor|dsh|dsh-bundle|dsh-plugin|excalidraw|flowchart|visualization|web-ui,"Turn DeepSeek Harness articles into editable Excalidraw canvases — live diagrams, not disposable Mermaid output."
JuneLearn/dsh-image2-draw,https://github.com/JuneLearn/dsh-image2-draw,10,0,2026-08-14T19:36:58Z,2026-08-16T04:53:47Z,MIT,dsh-image2-draw,0.1.0,topic:deepseek-harness,true,true,true,true,true,false,true,web,true,true,true,false,,deepseek-harness|dsh-plugin|gpt-image-2|image-generation|image-to-image|openai-images|text-to-image,DeepSeek Harness Image2 生图插件，通过第三方 OpenAI Images 兼容接口调用 gpt-image-2，只需配置 baseURL 和 API Key。 | Image2 generation plugin for DeepSeek Harness via third-party OpenAI Images-compatible APIs.
alpacachen/dsh-kanban,https://github.com/alpacachen/dsh-kanban,10,0,2026-08-20T04:52:20Z,2026-09-03T15:27:16Z,MIT,@alpacachen/dsh-kanban,1.4.0,topic:deepseek-harness,false,true,true,true,false,false,false,web,true,true,false,false,,ai-agent|deepseek-harness|dsh|dsh-plugin|kanban|project-management,A shared kanban board for people and AI agents in DeepSeek Harness.
eric-song-dev/dsh-ikun-pet,https://github.com/eric-song-dev/dsh-ikun-pet,10,0,2026-08-15T11:50:09Z,2026-08-15T19:27:33Z,NOASSERTION,dsh-ikun-pet,2.2.0,topic:deepseek-harness,false,true,true,true,false,true,false,web,true,true,true,true,2.2.0,deepseek|deepseek-harness|dsh|dsh-plugin|ikun|ikun-pet|plugin,🐤 DeepSeek Harness（DSH）永久插件：Deep diving 回答期间用坤宠动图填满深潜状态行下方区块——进度条 0%→100%，每 20% 切换动作与文案，完成时系统级播放「你干嘛~哎哟」
Hongcheng-LI/dsh-zotero,https://github.com/Hongcheng-LI/dsh-zotero,10,0,2026-08-15T14:31:24Z,2026-08-15T14:32:00Z,MIT,dsh-zotero,0.1.0,topic:deepseek-harness,false,false,true,true,false,false,true,,true,true,false,true,0.6.0,deepseek-harness|dsh|dsh-plugin|reference-manager|scientific-computing|zotero,"Zotero tools for DeepSeek Harness: search library, read metadata/fulltext, list attachments, download PDFs, manage notes via the Zotero local API"
aceice01/dsh-whale-pet,https://github.com/aceice01/dsh-whale-pet,10,1,2026-08-14T09:40:22Z,2026-08-15T07:36:32Z,NOASSERTION,dsh-whale-pet,1.0.0,topic:deepseek-harness,false,false,true,true,false,false,false,web,true,true,true,true,0.1.0,deepseek|deepseek-harness|dsh-plugin|dsh-plugin-desktop|dsh-plugins,DeepSeek 鲸鱼娘桌宠：DSH Desktop 桌宠 + Web 版悬浮桌宠，晓伊神经网络语音、撒娇互动、任务完成提醒
lilwhich/dsh-plugin-gather,https://github.com/lilwhich/dsh-plugin-gather,10,0,2026-08-16T02:22:08Z,2026-08-18T03:13:45Z,MIT,my_better-dsh,0.9.6,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,true,false,,ai-coding|deepseek|deepseek-harness|dsh-plugin|plugin-bundle,for better dsh
zhijun-dai/Catppuccin-dsh-theme,https://github.com/zhijun-dai/Catppuccin-dsh-theme,10,1,2026-08-14T14:16:46Z,2026-09-03T13:26:24Z,NOASSERTION,dsh-catppuccin,0.2.4,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,false,true,0.2.3,catppuccin|deepseek-harness|dsh|dsh-plugin|theme,🐱 Soothing pastel theme for DeepSeek Harness
yinhcao/yinchao-ai-music-skill,https://github.com/yinhcao/yinchao-ai-music-skill,10,0,2026-08-20T03:30:17Z,2026-09-03T07:54:29Z,MIT,yinchao-ai-music,1.5.0,topic:deepseek-harness,false,false,true,true,false,false,false,,true,true,true,false,,agent-skills|ai-music|ai-song-generator|deepseek-harness|dsh-plugin|lyrics-to-song|music-generation|text-to-music|yinchao,AI 音乐生成 Agent Skill：支持文字/歌词生成歌曲、参考音频创作、BGM 与歌曲续写
mmzm0808/dsh-ventus-plugins,https://github.com/mmzm0808/dsh-ventus-plugins,10,0,2026-08-23T05:35:37Z,2026-09-02T08:13:46Z,,dsh-ventus-plugins,0.2.0,topic:deepseek-harness,true,true,true,true,false,false,false,web,true,true,true,false,,chat|deepseek|deepseek-harness|dsh|integration|plugin|theme|webui,DSH 自装插件整合包：把 11 个自装插件合并成单一安装项。内含终末地工业编辑部风主题（等高线背景、ENDFIELD 水印、玻璃/纯色侧边栏表面）、用量悬浮球与日/月/年热力图、右侧重栏（文件树/编辑器/终端/Git）、多引擎搜索、3D 虎鲸桌宠、子代理进度、悬浮侧边栏、提示词优化浮窗、UA 中继反代。所有功能与设置原样保留。不需要整套也没关系，每个模块都支持单独安装。
SpookySandwich/dsh-plugin-smooth-stream,https://github.com/SpookySandwich/dsh-plugin-smooth-stream,10,0,2026-08-14T19:03:29Z,2026-08-19T08:44:06Z,MIT,dsh-plugin-smooth-stream,1.1.1,topic:deepseek-harness,true,true,true,true,false,true,true,web,true,true,false,true,1.1.1,ai-chat|animation|chat-ui|cordis-plugin|deepseek|deepseek-harness|dsh|dsh-plugin|llm|markdown|react|smooth-scrolling|streaming|streaming-text|text-animation|typewriter-effect|ux|web-ui,"DSH 流式渲染插件：按段落分批呈现、8 种入场动画、平滑滚动、设置面板。DeepSeek Harness: paragraph-batched streaming reveals, 8 designed animations, smooth scroll-follow and a settings panel."
Hotsteel2901/dsh-client-ui-mobile-adapt,https://github.com/Hotsteel2901/dsh-client-ui-mobile-adapt,10,2,2026-08-14T10:54:08Z,2026-08-28T09:15:02Z,MIT,dsh-client-ui-mobile-adapt,0.1.0,topic:deepseek-harness,true,true,true,true,false,true,true,web,true,true,false,false,,android|deepseek-harness|dsh-plugin|mobile-ui|responsive-design|termux,"Your DeepSeek Harness web UI, rebuilt for the phone in your hand. Built for developers who code in Termux on Android: single-column layout, sidebar drawer, one-line composer, fullscreen scrollable settings & trajectory details, tap-to-open session stats. Desktop untouched."
Hu9956/dsh-codex-provider,https://github.com/Hu9956/dsh-codex-provider,9,1,2026-08-13T19:47:22Z,2026-08-13T20:38:35Z,MIT,dsh-codex-provider,0.1.0,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,false,true,0.1.0,chatgpt|codex|deepseek-harness|dsh-plugin|oauth|openai,"OpenAI Codex provider for DeepSeek Harness with device-code OAuth, Codex CLI import, token refresh, and a web settings panel."
mengyun233/dsh-codex-pet,https://github.com/mengyun233/dsh-codex-pet,9,0,2026-08-15T02:28:02Z,2026-08-17T08:04:01Z,,dsh-codex-pet,0.1.0,topic:deepseek-harness,true,true,true,true,false,false,false,web,true,true,false,true,0.3.0,codex|codex-pet|cordis|deepseek-harness|desktop-pet|dsh-plugin,将 Codex 桌宠皮肤自动迁移到 DeepSeek Harness，在 DSH Web 界面渲染功能一致的桌宠：动画、多会话对话框、设置面板，一键迁移即插即用。
liliuCourier/dsh-chat-outline,https://github.com/liliuCourier/dsh-chat-outline,9,0,2026-08-13T20:04:49Z,2026-08-20T04:35:29Z,MIT,dsh-chat-outline,0.1.10,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,true,true,0.1.10,chat-outline|deepseek|deepseek-harness|dsh-plugin,对话栏左侧常驻大纲：快速定位每次 user 提问与最后 assistant 回复（DeepSeek Harness 插件）
maxwell-feng/dsh-windows-ocr,https://github.com/maxwell-feng/dsh-windows-ocr,9,1,2026-08-15T08:36:50Z,2026-09-04T15:17:32Z,MIT,dsh-windows-ocr,0.3.8,topic:deepseek-harness,true,false,true,true,true,false,true,,true,true,true,true,0.3.8,cordis|deepseek-harness|dsh|dsh-plugin|ocr|privacy|windows,"dsh plugin: OCR attached images locally with the built-in Windows OCR engine — text-only models can see, privacy-first"
caob23/dsh-browser-control,https://github.com/caob23/dsh-browser-control,9,2,2026-08-22T15:17:41Z,2026-09-04T04:37:32Z,AGPL-3.0,@caob23/dsh-browser-control,1.0.7,topic:deepseek-harness,true,false,true,true,false,false,true,,true,true,false,false,,browser-automation|cdp|chrome-extension|deepseek-harness|dsh-browser|dsh-plugin|websocket,Chrome 浏览器扩展 + DeepSeek Harness 插件，让 AI Agent 直接操控你的真实浏览器。
Ayase34/wallpaper-plugin,https://github.com/Ayase34/wallpaper-plugin,9,0,2026-08-18T06:18:15Z,2026-08-18T10:40:46Z,MIT,wallpaper-plugin,1.0.0,topic:deepseek-harness,false,false,true,true,false,false,false,web,true,true,true,false,,deepseek|deepseek-harness|dsh|dsh-plugin,DeepSeek Harness的壁纸管理插件
wenzetan/dsh-quota-panel,https://github.com/wenzetan/dsh-quota-panel,9,4,2026-08-14T16:00:48Z,2026-09-03T06:31:24Z,MIT,dsh-quota-panel,0.9.2-rc.1,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,false,true,0.9.1,balance|deepseek-harness|dsh-plugin|quota,"Provider quota/balance widget for the dsh web surface: capsule + card + settings panel, dual-face (loopback RPC host half + shell.overlay client half), zero npm deps"
liang-today/dsh-liangxiang,https://github.com/liang-today/dsh-liangxiang,9,0,2026-08-15T21:41:09Z,2026-09-02T23:53:54Z,MIT,dsh-liangxiang,1.1.6,topic:deepseek-harness,false,false,true,true,false,false,true,web,true,true,true,true,1.1.6,deepseek-harness|dsh|dsh-plugin|dsh-plugin-market|dsh-plugins,众香成势，梁子显相。DeepSeek Harness 的 WebUI 插件，欢迎一起打梁。
HUITianYi/dsh-whale-desktop-launcher,https://github.com/HUITianYi/dsh-whale-desktop-launcher,9,0,2026-08-17T07:36:53Z,2026-08-17T07:37:23Z,MIT,dsh-whale-desktop-launcher,0.1.0,topic:deepseek-harness,true,false,true,true,true,false,false,,true,true,true,true,0.1.0,deepseek-harness|desktop-launcher|dsh-plugin|windows,Windows desktop launcher plugin for DeepSeek Harness with a whale-girl icon and clean app-mode window
huahai0202/dsh-better-archive,https://github.com/huahai0202/dsh-better-archive,9,3,2026-08-14T08:38:52Z,2026-08-28T13:07:55Z,MIT,dsh-better-archive,0.4.0,topic:deepseek-harness,true,true,true,true,false,true,true,web,true,true,false,false,,cordis|deepseek-harness|dsh|dsh-plugin,DeepSeek Harness (DSH) web-GUI plugin: archived-session panel with unarchive & delete
SpookySandwich/dsh-plugin-message-edit,https://github.com/SpookySandwich/dsh-plugin-message-edit,9,1,2026-08-21T14:56:03Z,2026-08-23T06:35:22Z,NOASSERTION,dsh-plugin-message-edit,1.0.0,topic:deepseek-harness,true,false,true,true,false,true,true,web,true,true,false,true,1.0.0,ai-chat|chat-ui|conversation-branching|cordis-plugin|deepseek|deepseek-harness|dsh|dsh-plugin|llm|message-editing|react|tree-view|ux|web-ui,"DSH 消息编辑插件：编辑已发送的消息并从该处分叉对话，气泡下方带版本计数与树状视图。Edit a sent message and branch from that point — version counter, tree view, placement presets."
KeLearns/dsh-navigation-bar,https://github.com/KeLearns/dsh-navigation-bar,9,0,2026-08-15T07:59:43Z,2026-08-16T03:27:56Z,MIT,@kelearns/dsh-navigation-bar,0.2.1,topic:deepseek-harness,false,true,true,true,false,false,false,web,true,true,false,false,,conversation-navigation|deepseek-harness|dsh|dsh-plugin|plugin|web-ui,Piano-key style conversation navigation bar for the DeepSeek Harness web GUI
lhmd/dsh-promotion-toolkit,https://github.com/lhmd/dsh-promotion-toolkit,9,0,2026-08-13T17:34:46Z,2026-08-13T19:17:37Z,MIT,@lhmd/dsh-promotion-toolkit,0.1.0,topic:deepseek-harness,false,false,true,true,false,false,false,,true,true,false,false,,agents|agents-skills|agentskills|content-creation|content-creation-ai|content-creation-automation|content-creation-tool|content-creation-tools|deepseek-harness|dsh|dsh-plugin|dsh-plugins|open-source|opensource|plugin|promotion|skill|skills,把你的任何想法，变成每个平台原生的宣发内容 | Turn any idea into platform-native publicity
YYTbit/dsh-plugin-claude-bridge,https://github.com/YYTbit/dsh-plugin-claude-bridge,9,3,2026-08-13T14:01:05Z,2026-08-14T07:48:33Z,MIT,dsh-plugin-claude-bridge,0.1.1,topic:deepseek-harness,false,false,true,true,false,false,true,,true,true,false,true,0.1.1,claude-code|deepseek-harness|dsh-plugin|memory,"Bridge Claude Code memory, skills, and config into DeepSeek Harness"
nonewind/dsh-spend,https://github.com/nonewind/dsh-spend,9,3,2026-08-14T03:53:44Z,2026-08-27T00:43:31Z,MIT,dsh-spend,0.6.2,topic:deepseek-harness,true,true,true,true,false,true,true,web,true,true,false,true,0.6.2,deepseek-harness|dsh|dsh-plugin,"Token usage & cost monitor for DeepSeek Harness — floating widget with multi-dimensional stats, time-series charts, auto-detected billing plans (Code/Token) and estimated spend."
UynajGI/dsh-ssh,https://github.com/UynajGI/dsh-ssh,9,0,2026-08-13T13:37:51Z,2026-08-16T14:53:11Z,MIT,dsh-ssh,0.3.0-pre,topic:deepseek-harness,false,false,true,true,false,true,true,web,true,true,false,true,0.3.0-pre,deepseek-harness|dsh-plugin|plugin|proxyjump|remote-development|sftp|ssh,"SSH remote-execution plugin for DeepSeek Harness: ProxyJump chain, SFTP filesystem, subprocess and PTY over ssh2"
hellosky983/dsh-mc-agent,https://github.com/hellosky983/dsh-mc-agent,9,2,2026-08-14T10:59:23Z,2026-08-18T08:06:32Z,MIT,dsh-mc-agent,0.1.0,topic:deepseek-harness,false,true,true,true,false,true,false,web,true,true,false,false,,deepseek-harness|dsh-plugin|launcher|minecraft|minecraft-launcher,"AI-assisted Minecraft for DeepSeek Harness: drive an autonomous Mineflayer agent (survival, mining, chat, live map) with vision/control tools, plus a built-in launcher (Microsoft sign-in, version download, game launch)."
U1s1-king/dsh-live2d-mygo,https://github.com/U1s1-king/dsh-live2d-mygo,9,0,2026-08-16T05:38:10Z,2026-08-17T12:58:08Z,,dsh-live2d-mygo,0.1.0,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,true,false,,bandori|cubism2|deepseek-harness|dsh|dsh-plugin|live2d|mygo,MyGO!!!!! Live2D 桌宠插件 for DeepSeek Harness（本地模型同源加载，零外部依赖）
siegfly/dsh-deepseek-vision,https://github.com/siegfly/dsh-deepseek-vision,9,0,2026-08-15T04:55:13Z,2026-09-01T15:28:06Z,MIT,dsh-deepseek-vision,0.1.9,topic:deepseek-harness,true,true,true,true,false,true,true,web,true,true,false,true,0.1.7,coding-agent|deepseek|deepseek-harness|dsh|dsh-plugin|llm-gateway|multimodal|plugin|qwen-vl|vision-language,"Vision-language gateway plugin for DeepSeek Harness - paste an image, DeepSeek sees text"
Wenaixi/dsh-superpower,https://github.com/Wenaixi/dsh-superpower,9,0,2026-08-21T17:30:06Z,2026-08-30T09:55:37Z,MIT,@wenaixi/dsh-superpower,6.3.1,topic:deepseek-harness,false,false,true,true,false,false,false,,true,true,true,false,,ai-agent|brainstorming|chinese|cordis|deepseek|deepseek-harness|dsh|dsh-plugin|dsh-superpower|methodology|plugin|sdlc|skills|subagent|superpowers|tdd,DSH port of obra/superpowers — 完整移植、中文化、DSH 原生
naodeng/dsh-qa,https://github.com/naodeng/dsh-qa,9,0,2026-08-19T03:16:44Z,2026-09-01T13:02:22Z,NOASSERTION,dsh-qa,0.2.0,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,true,true,0.2.0,ai-qa|deepseek|deepseek-harness|deepseek-harness-plugin|dsh-plugin|dsh-plugins|qa|qa-kanban,"dsh-qa · QA Workbench — A local software testing workbench plugin for DeepSeek Harness. Zero-dependency test project & iteration management with AI-assisted requirements, test cases, defects, milestones, reports, kanban and calendar."
aiworkskills/dsh-wechat-article,https://github.com/aiworkskills/dsh-wechat-article,9,1,2026-08-17T04:11:22Z,2026-08-26T00:29:06Z,Apache-2.0,@aiworkskills/aws-wechat-article,0.1.0,topic:deepseek-harness,false,false,true,true,false,true,false,web,true,true,false,false,,agent-skills|ai-writing|content-creation|deepseek|deepseek-harness|dsh-plugin|open-source|typescript|wechat|wechat-article|wechat-official-account,一个DeepSeek Harness的公众号运营插件，选题 → 写稿 → 排版 → 配图 → 发布
keman-ai/dsh-skin-market,https://github.com/keman-ai/dsh-skin-market,9,0,2026-08-18T12:55:06Z,2026-08-31T05:55:06Z,MIT,dsh-skin-market,0.1.1,topic:deepseek-harness,true,true,true,true,true,false,true,web,true,true,true,true,0.1.47,deepseek-harness|dsh|dsh-plugin|marketplace|plugin|skin,Skin marketplace for DeepSeek Harness — search and install community skins from dsh.a2hmarket.ai right in the settings page
platonai/dsh-browser4,https://github.com/platonai/dsh-browser4,9,0,2026-08-15T17:41:43Z,2026-09-02T06:58:44Z,Apache-2.0,dsh-browser4,0.0.1,topic:deepseek-harness,false,false,true,true,false,false,false,,true,true,false,true,0.0.1,agent-browser|ai-browser|browser-os|crawler|deepsee|deepseek|deepseek-harness|dsh-plugin,"Browser4 — an AI-native browser engine for autonomous agents, intelligent extraction, and large-scale web automation."
cdxiaodong/dsh-island,https://github.com/cdxiaodong/dsh-island,9,0,2026-08-15T18:40:42Z,2026-08-17T00:03:23Z,,dsh-island,0.6.12,topic:deepseek-harness,true,false,true,true,false,false,true,,true,true,true,false,,codeisland|deepseek-harness|dsh|dsh-plugin,把 DeepSeek Harness(DSH) agent 实时状态桥接到 CodeIsland 刘海面板 — sessions/tools/approvals on the Dynamic Island
jiezeng2004-design/dsh-requirements-alignment,https://github.com/jiezeng2004-design/dsh-requirements-alignment,9,0,2026-08-14T15:03:38Z,2026-08-29T13:10:04Z,MIT,dsh-requirements-alignment,0.4.2,topic:deepseek-harness,false,false,true,true,false,false,true,web,true,true,false,true,0.4.2,agent|ai-agent|cordis|deepseek-harness|dsh-plugin|requirement-alignment,Lightweight requirement alignment for DeepSeek Harness — align important decisions before execution without a full spec workflow.
lujianjun19/dsh-llm-github-copilot,https://github.com/lujianjun19/dsh-llm-github-copilot,9,6,2026-08-17T07:22:40Z,2026-09-04T06:09:23Z,MIT,@lujianjun19/dsh-llm-github-copilot,0.4.5,topic:deepseek-harness,true,true,true,true,false,true,true,web,true,true,false,false,,deepseek-harness|dsh|dsh-plugin|github-copilot,
poplarity/dsh-science-workbench,https://github.com/poplarity/dsh-science-workbench,9,0,2026-08-14T12:46:27Z,2026-08-26T08:20:38Z,MIT,dsh-science-workbench,0.3.0,topic:deepseek-harness,true,true,true,true,false,false,true,web,true,true,false,true,0.3.0,agent|bioinformatics|deepseek-harness|dsh-plugin|jupyter|reproducibility|reproducible-research|workbench,"A reproducible science workbench plugin for the DeepSeek Harness: agent-driven cells, inline figures with feedback/rerun, manifest provenance, and environment snapshots. 9 bio_* tools + workbench UI + publication-grade figure skills."
renat3u/dsh-web-archive,https://github.com/renat3u/dsh-web-archive,9,1,2026-08-08T07:06:45Z,2026-08-16T16:02:59Z,,dsh-web-archive,0.1.1,topic:deepseek-harness,true,true,true,true,false,true,true,web,true,true,true,false,,deepseek-harness|dsh|dsh-plugin,折叠对话当中众多的“无用消息”，例如Think、Bash等
STARDUSTLC666/dsh-codex-port,https://github.com/STARDUSTLC666/dsh-codex-port,9,0,2026-08-14T19:54:14Z,2026-09-05T04:56:09Z,MIT,dsh-codex-port,0.2.1,topic:deepseek-harness,true,false,true,true,false,false,true,,true,true,true,true,0.2.1,codex|deepseek-harness|dsh-plugin|skills,DeepSeek Harness 技能移植插件：把 ~/.codex 的 Codex 官方插件（186+ 个、583+ 技能）一键移植为 DSH 技能（codex_list/port/status/health），frontmatter 自动转换、幂等跳过。· Batch-port the Codex plugin family into DSH skills. 已验证兼容 DeepSeek Harness v0.1.2-alpha.5。
